Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,EVG,EVA1,EVA2,EVPTS,Team.EVPTS,OI.EVGF,OI.EVGA,EVGF.PERC,TEAM.EVGF.PERC,EVGF.PERC.REL,PRIMARY.EVPTS,TEAM.PRIMARY.EVPTS,PERC.TEAM.EVPrPTS,IPP.EV,IPPP.EV
2017-18 | Regular Season,"Alexeyev, Yaroslav",F,N,"Sherbrooke, Phoenix",1999-01-17,63,13,12,13,38,411,54,37,0.59,0.5,0.09,25,302,0.08,0.7,0.46
2017-18 | Regular Season,"Kurashev, Philipp",F,Y,"Québec, Remparts",1999-10-12,59,10,13,8,31,370,42,37,0.53,0.53,0,23,274,0.08,0.74,0.55
2017-18 | Regular Season,"Kosorenkov, Ivan",F,N,"Victoriaville, Tigres",1998-01-22,63,24,16,14,54,492,66,29,0.69,0.54,0.15,40,352,0.11,0.82,0.61
2017-18 | Regular Season,"Rubtsov, German",F,N,"Acadie-Bathurst, Titan",1998-06-27,49,11,8,7,26,347,41,29,0.59,0.51,0.08,19,255,0.07,0.63,0.46
2017-18 | Regular Season,"Vesterinen, Saku",D,N,"Charlottetown, Islanders",1999-02-28,59,4,6,8,18,365,46,46,0.5,0.51,-0.01,10,272,0.04,0.39,0.22
2017-18 | Regular Season,"Mikhnin, Denis",F,N,"Rimouski, Océanic",1999-07-11,64,12,9,10,31,434,45,29,0.61,0.53,0.08,21,312,0.07,0.69,0.47
2017-18 | Regular Season,"Glotov, Vasily",F,N,"Shawinigan, Cataractes",1997-09-04,64,22,2,5,29,343,36,44,0.45,0.47,-0.02,24,250,0.1,0.81,0.67
2017-18 | Regular Season,"Le Coultre, Simon",D,N,"Moncton, Wildcats",1999-08-09,61,2,5,2,9,390,34,61,0.36,0.48,-0.12,7,281,0.02,0.26,0.21
2017-18 | Regular Season,"Kozlov, Ivan",F,N,"Val-d'Or, Foreurs",1999-03-26,66,13,5,6,24,310,37,53,0.41,0.43,-0.02,18,225,0.08,0.65,0.49
2017-18 | Regular Season,"Drozg, Jan",F,N,"Shawinigan, Cataractes",1999-04-01,61,11,12,7,30,343,37,47,0.44,0.47,-0.03,23,250,0.09,0.81,0.62
2017-18 | Regular Season,"Zachar, Marek",F,N,"Sherbrooke, Phoenix",1998-06-11,57,15,4,3,22,411,36,43,0.46,0.5,-0.04,19,302,0.06,0.61,0.53
2017-18 | Regular Season,"Gawanke, Leon",D,N,"Cape Breton, Screaming Eagles",1999-05-31,62,0,7,4,11,379,39,60,0.39,0.46,-0.07,7,276,0.03,0.28,0.18
2017-18 | Regular Season,"Mizyurin, Maxim",F,N,"Val-d'Or, Foreurs",1998-03-25,36,11,5,3,19,310,24,31,0.44,0.43,0.01,16,225,0.07,0.79,0.67
2017-18 | Regular Season,"Smith, Tyler",D,N,"Saint John, Sea Dogs",1999-08-26,55,0,3,1,4,316,14,40,0.26,0.42,-0.16,3,235,0.01,0.29,0.21
2017-18 | Regular Season,"Robert, Félix",F,N,"Sherbrooke, Phoenix",1999-07-24,66,10,14,8,32,411,47,32,0.59,0.5,0.09,24,302,0.08,0.68,0.51
2017-18 | Regular Season,"Kielb, Darien",D,N,"Gatineau, Olympiques",1999-03-18,64,5,4,6,15,324,40,43,0.48,0.47,0.01,9,239,0.04,0.38,0.22
2017-18 | Regular Season,"Senken, Connor",D,Y,"Sherbrooke, Phoenix",1999-10-31,51,1,2,1,4,411,34,41,0.45,0.5,-0.05,3,302,0.01,0.12,0.09
2017-18 | Regular Season,"Michel, Bryson",D,Y,"Saint John, Sea Dogs",1999-09-27,0,0,0,0,0,316,0,0,,0.42,,0,235,0,,
2017-18 | Regular Season,"Roy, Charles-Antoine",F,N,"Gatineau, Olympiques",1999-02-18,66,10,6,4,20,324,30,24,0.56,0.47,0.09,16,239,0.07,0.67,0.53
2017-18 | Regular Season,"Malo, Alec",F,N,"Gatineau, Olympiques",1999-07-30,60,5,0,2,7,324,12,21,0.36,0.47,-0.11,5,239,0.02,0.58,0.42
2017-18 | Regular Season,"Monette, Simon",D,N,"Chicoutimi, Saguenéens",1999-08-12,52,0,2,1,3,347,16,37,0.3,0.51,-0.21,2,255,0.01,0.19,0.12
2017-18 | Regular Season,"Denis, Louis-Philippe",F,N,"Rimouski, Océanic",1998-12-29,50,1,5,0,6,434,9,13,0.41,0.53,-0.12,6,312,0.02,0.67,0.67
2017-18 | Regular Season,"O'Bonsawin, Ryan",D,N,"Gatineau, Olympiques",1999-03-13,0,0,0,0,0,324,0,0,,0.47,,0,239,0,,
2017-18 | Regular Season,"Arsenault, Jacob",D,N,"Moncton, Wildcats",1999-04-13,60,1,0,3,4,390,22,38,0.37,0.48,-0.11,1,281,0,0.18,0.05
2017-18 | Regular Season,"DaSilva, Ryan",D,N,"Blainville-Boisbriand, Armada",1998-03-26,54,3,5,4,12,447,28,32,0.47,0.53,-0.06,8,328,0.02,0.43,0.29
2017-18 | Regular Season,"Cavalleri, Marco",F,N,"Victoriaville, Tigres",1999-09-05,37,2,3,0,5,492,7,14,0.33,0.54,-0.21,5,352,0.01,0.71,0.71
2017-18 | Regular Season,"Hatto, Samuel",F,Y,"Gatineau, Olympiques",1999-10-23,66,7,1,4,12,324,22,18,0.55,0.47,0.08,8,239,0.03,0.55,0.36
2017-18 | Regular Season,"Hardie, Daniel",F,N,"Charlottetown, Islanders",1998-06-11,68,19,9,5,33,365,45,50,0.47,0.51,-0.04,28,272,0.1,0.73,0.62
2017-18 | Regular Season,"Drew, Hunter",D,N,"Charlottetown, Islanders",1998-10-21,64,5,8,12,25,365,62,51,0.55,0.51,0.04,13,272,0.05,0.4,0.21
2017-18 | Regular Season,"Stewart, Chase",D,N,"Rimouski, Océanic",1997-04-19,53,2,6,8,16,434,56,38,0.6,0.53,0.07,8,312,0.03,0.29,0.14
2017-18 | Regular Season,"MacLeod, Gregor",F,N,"Charlottetown, Islanders",1998-06-07,54,16,12,6,34,365,45,26,0.63,0.51,0.12,28,272,0.1,0.76,0.62
2017-18 | Regular Season,"Quinney, Landon",F,N,"Saint John, Sea Dogs",1998-04-27,27,1,1,1,3,316,5,15,0.25,0.42,-0.17,2,235,0.01,0.6,0.4
2017-18 | Regular Season,"Dickner, Samuel",F,Y,"Baie-Comeau, Drakkar",1999-12-10,54,3,2,0,5,389,12,18,0.4,0.48,-0.08,5,282,0.02,0.42,0.42
2017-18 | Regular Season,"Lynch, Robert",F,N,"Drummondville, Voltigeurs",1998-06-16,67,19,16,7,42,511,58,42,0.58,0.54,0.04,35,372,0.09,0.72,0.6
2017-18 | Regular Season,"Blackmore, G",F,N,"Moncton, Wildcats",1999-09-13,56,2,4,4,10,390,22,41,0.35,0.48,-0.13,6,281,0.02,0.45,0.27
2017-18 | Regular Season,"Lazure, Justin",F,N,"Cape Breton, Screaming Eagles",1999-02-05,46,2,1,0,3,390,5,23,0.18,0.48,-0.3,3,281,0.01,0.6,0.6
2017-18 | Regular Season,"Lafrenière, Alexis",F,N,"Rimouski, Océanic",2001-10-11,60,33,18,3,54,434,71,32,0.69,0.53,0.16,51,312,0.16,0.76,0.72
2017-18 | Regular Season,"Poulin, Samuel",F,N,"Sherbrooke, Phoenix",2001-02-25,55,10,15,7,32,411,43,29,0.6,0.5,0.1,25,302,0.08,0.74,0.58
2017-18 | Regular Season,"Pelletier, Jakob",F,N,"Moncton, Wildcats",2001-03-07,60,19,12,11,42,390,60,50,0.55,0.48,0.07,31,281,0.11,0.7,0.52
2017-18 | Regular Season,"Parent, Xavier",F,N,"Halifax, Mooseheads",2001-03-23,63,11,7,5,23,504,36,38,0.49,0.51,-0.02,18,370,0.05,0.64,0.5
2017-18 | Regular Season,"Guenette, Maxence",D,N,"Val-d'Or, Foreurs",2001-04-28,61,1,4,2,7,310,32,63,0.34,0.43,-0.09,5,225,0.02,0.22,0.16
2017-18 | Regular Season,"Légaré, Nathan",F,N,"Baie-Comeau, Drakkar",2001-01-11,62,7,6,10,23,389,33,31,0.52,0.48,0.04,13,282,0.05,0.7,0.39
2017-18 | Regular Season,"Merisier-Ortiz, Christopher",D,N,"Baie-Comeau, Drakkar",2001-01-17,62,2,2,3,7,389,47,47,0.5,0.48,0.02,4,282,0.01,0.15,0.09
2017-18 | Regular Season,"Mercer, Dawson",F,N,"Drummondville, Voltigeurs",2001-10-27,61,9,6,5,20,511,37,28,0.57,0.54,0.03,15,372,0.04,0.54,0.41
2017-18 | Regular Season,"Simoneau, Xavier",F,N,"Drummondville, Voltigeurs",2001-05-19,61,13,7,13,33,511,44,26,0.63,0.54,0.09,20,372,0.05,0.75,0.45
2017-18 | Regular Season,"Inniss, Christopher",D,N,"Rimouski, Océanic",2001-01-22,52,1,1,3,5,434,21,12,0.64,0.53,0.11,2,312,0.01,0.24,0.1
2017-18 | Regular Season,"Peach, Bailey",F,N,"Sherbrooke, Phoenix",2001-03-08,49,3,1,1,5,411,10,18,0.36,0.5,-0.14,4,302,0.01,0.5,0.4
2017-18 | Regular Season,"Bizier, Mathieu",F,N,"Rimouski, Océanic",2001-05-13,64,9,8,4,21,434,31,20,0.61,0.53,0.08,17,312,0.05,0.68,0.55
2017-18 | Regular Season,"Barron, Justin",D,N,"Halifax, Mooseheads",2001-11-15,51,2,9,6,17,504,48,34,0.59,0.51,0.08,11,370,0.03,0.35,0.23
2017-18 | Regular Season,"Laaouan, Noah",D,N,"Cape Breton, Screaming Eagles",2001-03-07,49,2,3,6,11,379,37,38,0.49,0.46,0.03,5,276,0.02,0.3,0.14
2017-18 | Regular Season,"Kalmikov, Brooklyn",F,N,"Cape Breton, Screaming Eagles",2001-04-21,58,11,5,2,18,379,34,38,0.47,0.46,0.01,16,276,0.06,0.53,0.47
2017-18 | Regular Season,"Bellamy, Jaxon",D,N,"Moncton, Wildcats",2001-01-22,52,3,1,4,8,390,25,35,0.42,0.48,-0.06,4,281,0.01,0.32,0.16
2017-18 | Regular Season,"Michel, Jérémy",F,N,"Val-d'Or, Foreurs",2001-05-02,65,5,8,5,18,310,23,45,0.34,0.43,-0.09,13,225,0.06,0.78,0.57
2017-18 | Regular Season,"Dubé, Pierrick",F,N,"Québec, Remparts",2001-01-07,39,3,0,0,3,370,7,10,0.41,0.53,-0.12,3,274,0.01,0.43,0.43
2017-18 | Regular Season,"Pelletier, Thomas",D,N,"Drummondville, Voltigeurs",2001-08-23,42,1,4,2,7,511,27,13,0.68,0.54,0.14,5,372,0.01,0.26,0.19
2017-18 | Regular Season,"Francis, Ryan",F,N,"Cape Breton, Screaming Eagles",2001-12-02,58,6,5,9,20,379,29,45,0.39,0.46,-0.07,11,276,0.04,0.69,0.38
2017-18 | Regular Season,"Beaucage, Alex",F,N,"Rouyn-Noranda, Huskies",2001-07-25,56,9,6,12,27,366,35,15,0.7,0.51,0.19,15,268,0.06,0.77,0.43
2017-18 | Regular Season,"Budgell, Brett",F,N,"Charlottetown, Islanders",2001-06-01,32,8,6,3,17,365,24,17,0.59,0.51,0.08,14,272,0.05,0.71,0.58
2017-18 | Regular Season,"Gallant, Carson",D,N,"Gatineau, Olympiques",2001-01-11,24,0,0,1,1,324,3,5,0.38,0.47,-0.09,0,239,0,0.33,0
2017-18 | Regular Season,"Martin, Jérémy",F,N,"Shawinigan, Cataractes",2001-02-15,34,4,0,3,7,343,8,25,0.24,0.47,-0.23,4,250,0.02,0.88,0.5
2017-18 | Regular Season,"Desroches, Olivier",D,N,"Acadie-Bathurst, Titan",2001-03-27,55,0,4,6,10,343,25,35,0.42,0.47,-0.05,4,250,0.02,0.4,0.16
2017-18 | Regular Season,"Chisholm, Logan",F,N,"Acadie-Bathurst, Titan",2001-08-08,51,4,1,3,8,480,14,10,0.58,0.53,0.05,5,345,0.01,0.57,0.36
2017-18 | Regular Season,"Allepot, Anthony",D,N,"Val-d'Or, Foreurs",2001-04-27,58,0,1,3,4,310,16,42,0.28,0.43,-0.15,1,225,0,0.25,0.06
2017-18 | Regular Season,"Bernard, Jacob",D,N,"Rimouski, Océanic",2001-02-20,17,0,2,0,2,434,10,9,0.53,0.53,0,2,312,0.01,0.2,0.2
2017-18 | Regular Season,"Belley-Pelletier, Gabriel",D,N,"Shawinigan, Cataractes",2001-05-30,1,0,0,0,0,343,0,0,,0.47,,0,250,0,,
2017-18 | Regular Season,"Stewart, Cole",F,N,"Halifax, Mooseheads",2001-08-01,6,0,0,0,0,504,2,1,0.67,0.51,0.16,0,370,0,0,0
2017-18 | Regular Season,"Cormier, Xavier",F,N,"Québec, Remparts",2001-05-30,1,0,0,0,0,370,0,0,,0.53,,0,274,0,,
2017-18 | Regular Season,"Horvath, Jason",D,Y,"Shawinigan, Cataractes",2000-03-24,48,0,7,2,9,343,25,35,0.42,0.47,-0.05,7,250,0.03,0.36,0.28
2017-18 | Regular Season,"Montreuil, Gabriel",F,N,"Québec, Remparts",2001-03-09,2,0,0,0,0,370,0,0,,0.53,,0,274,0,,
2017-18 | Regular Season,"Sibley, Brendan",D,N,"Saint John, Sea Dogs",2001-04-26,30,1,1,2,4,316,14,24,0.37,0.42,-0.05,2,235,0.01,0.29,0.14
2017-18 | Regular Season,"Joncas, Alexandre",D,N,"Sherbrooke, Phoenix",2001-03-22,68,1,5,9,15,411,48,45,0.52,0.5,0.02,6,302,0.02,0.31,0.12
2017-18 | Regular Season,"Soucy, Ludovic",F,N,"Rimouski, Océanic",2001-03-23,40,4,2,2,8,434,10,11,0.48,0.53,-0.05,6,312,0.02,0.8,0.6
2017-18 | Regular Season,"MacIntosh, Aiden",F,N,"Saint John, Sea Dogs",2001-04-05,29,4,2,2,8,316,11,13,0.46,0.42,0.04,6,235,0.03,0.73,0.55
2017-18 | Regular Season,"Melançon, Max-Antoine",F,N,"Shawinigan, Cataractes",2001-03-19,22,3,0,2,5,343,10,12,0.45,0.47,-0.02,3,250,0.01,0.5,0.3
2017-18 | Regular Season,"Boulianne, Mathieu",F,N,"Shawinigan, Cataractes",2001-03-26,24,0,4,1,5,343,9,12,0.43,0.47,-0.04,4,250,0.02,0.56,0.44
2017-18 | Regular Season,"Boissonneault, Mathieu",F,Y,"Blainville-Boisbriand, Armada",2000-04-16,56,3,6,0,9,447,18,17,0.51,0.53,-0.02,9,328,0.03,0.5,0.5
2017-18 | Regular Season,"Petten, Kyle",F,N,"Halifax, Mooseheads",2001-01-10,44,2,2,2,6,504,9,6,0.6,0.51,0.09,4,370,0.01,0.67,0.44
2017-18 | Regular Season,"Hébert, Jérémie",D,N,"Baie-Comeau, Drakkar",2001-11-19,30,0,0,2,2,389,8,12,0.4,0.48,-0.08,0,282,0,0.25,0
2017-18 | Regular Season,"Nault-Daigle, Ludovick",F,N,"Shawinigan, Cataractes",2001-10-03,0,0,0,0,0,343,0,0,,0.47,,0,250,0,,
2017-18 | Regular Season,"Fraser, Cole",F,N,"Blainville-Boisbriand, Armada",2001-01-24,2,0,0,0,0,447,1,1,0.5,0.53,-0.03,0,328,0,0,0
2017-18 | Regular Season,"Tremblay, Charles",F,N,"Chicoutimi, Saguenéens",2000-10-17,24,0,2,1,3,347,4,8,0.33,0.51,-0.18,2,255,0.01,0.75,0.5
2017-18 | Regular Season,"Virtue, Braeden",D,N,"Québec, Remparts",2001-01-22,27,0,0,3,3,370,10,15,0.4,0.53,-0.13,0,274,0,0.3,0
2017-18 | Regular Season,"Wilson, Luke",F,N,"Saint John, Sea Dogs",2001-03-01,38,5,2,1,8,316,20,26,0.43,0.42,0.01,7,235,0.03,0.4,0.35
2017-18 | Regular Season,"DeGagné, Alex",D,Y,"Shawinigan, Cataractes",2000-02-15,50,0,2,2,4,343,25,32,0.44,0.47,-0.03,2,250,0.01,0.16,0.08
2017-18 | Regular Season,"Hart, Gavin",F,N,"Halifax, Mooseheads",2001-05-10,2,0,0,0,0,504,0,0,,0.51,,0,370,0,,
2017-18 | Regular Season,"Bennett, Zachery",D,Y,"Acadie-Bathurst, Titan",2000-07-02,9,0,1,0,1,511,4,6,0.4,0.54,-0.14,1,372,0,0.25,0.25
2017-18 | Regular Season,"Dion, Benjamin",F,N,"Val-d'Or, Foreurs",2001-04-04,59,2,2,2,6,310,10,32,0.24,0.43,-0.19,4,225,0.02,0.6,0.4
2017-18 | Regular Season,"Lavoie, Jean-Mathieu",D,N,"Sherbrooke, Phoenix",1998-09-10,5,0,0,0,0,411,1,1,0.5,0.5,0,0,302,0,0,0
2017-18 | Regular Season,"Lafond, Jérôme",D,Y,"Shawinigan, Cataractes",2000-08-20,0,0,0,0,0,343,0,0,,0.47,,0,250,0,,
2017-18 | Regular Season,"Beaudoin, Tommy",F,N,"Rouyn-Noranda, Huskies",1999-03-15,66,10,5,3,18,366,40,20,0.67,0.51,0.16,15,268,0.06,0.45,0.38
2017-18 | Regular Season,"Maurovic, Dallas",F,N,"Chicoutimi, Saguenéens",1999-04-30,4,0,0,0,0,347,0,0,,0.51,,0,255,0,,
2017-18 | Regular Season,"Gladu, Zachary",F,N,"Val-d'Or, Foreurs",1998-01-20,17,1,1,0,2,310,2,4,0.33,0.43,-0.1,2,225,0.01,1,1
2017-18 | Regular Season,"Kurbatov, Egor",F,N,"Victoriaville, Tigres",1999-05-17,18,1,0,0,1,492,4,7,0.36,0.54,-0.18,1,352,0,0.25,0.25
2017-18 | Regular Season,"Wieringa, Jack",D,N,"Moncton, Wildcats",1998-03-27,16,0,0,1,1,390,7,11,0.39,0.48,-0.09,0,281,0,0.14,0
2017-18 | Regular Season,"Kuzmin, Daniil",F,N,"Moncton, Wildcats",1999-05-20,48,2,4,2,8,390,18,26,0.41,0.48,-0.07,6,281,0.02,0.44,0.33
2017-18 | Regular Season,"Dunn, Sam",D,N,"Québec, Remparts",1998-03-11,66,4,7,2,13,370,56,54,0.51,0.53,-0.02,11,274,0.04,0.23,0.2
2017-18 | Regular Season,"Khovanov, Alexander",F,Y,"Moncton, Wildcats",2000-04-12,29,6,5,6,17,390,29,25,0.54,0.48,0.06,11,281,0.04,0.59,0.38
2017-18 | Regular Season,"Zavgorodniy, Dmitry",F,Y,"Rimouski, Océanic",2000-08-11,62,14,9,5,28,434,46,30,0.61,0.53,0.08,23,312,0.07,0.61,0.5
2017-18 | Regular Season,"Zadina, Filip",F,Y,"Halifax, Mooseheads",1999-11-27,57,33,15,10,58,504,76,54,0.58,0.51,0.07,48,370,0.13,0.76,0.63
2017-18 | Regular Season,"Eckl, Bastian",F,Y,"Drummondville, Voltigeurs",2000-08-27,46,2,7,7,16,511,22,12,0.65,0.54,0.11,9,372,0.02,0.73,0.41
2017-18 | Regular Season,"Dajcar, Tomas",D,Y,"Québec, Remparts",2000-02-02,42,2,1,1,4,370,19,22,0.46,0.53,-0.07,3,274,0.01,0.21,0.16
2017-18 | Regular Season,"Shestopalov, Mikhail",F,Y,"Gatineau, Olympiques",2000-01-25,59,4,12,4,20,324,29,20,0.59,0.47,0.12,16,239,0.07,0.69,0.55
2017-18 | Regular Season,"Kotkov, Vladislav",F,Y,"Chicoutimi, Saguenéens",2000-01-08,61,14,9,4,27,347,39,35,0.53,0.51,0.02,23,255,0.09,0.69,0.59
2017-18 | Regular Season,"Sokolov, Egor",F,Y,"Cape Breton, Screaming Eagles",2000-06-07,64,11,8,8,27,379,37,57,0.39,0.46,-0.07,19,276,0.07,0.73,0.51
2017-18 | Regular Season,"Ivan, Michal",D,Y,"Acadie-Bathurst, Titan",1999-11-18,48,3,5,5,13,480,42,28,0.6,0.53,0.07,8,345,0.02,0.31,0.19
2017-18 | Regular Season,"Hladonik, Jan",F,N,"Blainville-Boisbriand, Armada",1999-08-18,56,4,6,4,14,447,31,21,0.6,0.53,0.07,10,328,0.03,0.45,0.32
2017-18 | Regular Season,"Hrehorcak, Patrik",F,N,"Rouyn-Noranda, Huskies",1999-03-18,63,12,8,6,26,366,35,25,0.58,0.51,0.07,20,268,0.07,0.74,0.57
2017-18 | Regular Season,"Alexandrov, Nikita",F,N,"Charlottetown, Islanders",2000-09-16,66,11,13,3,27,365,45,35,0.56,0.51,0.05,24,272,0.09,0.6,0.53
2017-18 | Regular Season,"Safin, Ostap",F,N,"Saint John, Sea Dogs",1999-02-11,61,16,10,9,35,316,42,62,0.4,0.42,-0.02,26,235,0.11,0.83,0.62
2017-18 | Regular Season,"Roganov, Danil",D,Y,"Shawinigan, Cataractes",2000-06-28,0,0,0,0,0,343,0,0,,0.47,,0,250,0,,
2017-18 | Regular Season,"Anttalainen, Aleksi",D,N,"Blainville-Boisbriand, Armada",1999-03-28,61,2,6,6,14,447,48,46,0.51,0.53,-0.02,8,328,0.02,0.29,0.17
2017-18 | Regular Season,"Salda, Radim",D,N,"Saint John, Sea Dogs",1999-02-18,62,5,8,6,19,316,47,78,0.38,0.42,-0.04,13,235,0.06,0.4,0.28
2017-18 | Regular Season,"McKenna, Colton",F,N,"Moncton, Wildcats",1999-08-17,17,0,2,0,2,390,3,12,0.2,0.48,-0.28,2,281,0.01,0.67,0.67
2017-18 | Regular Season,"Kyte, Patrick",D,N,"Halifax, Mooseheads",1999-03-29,56,5,3,4,12,504,35,31,0.53,0.51,0.02,8,370,0.02,0.34,0.23
2017-18 | Regular Season,"Jarry, Loïc",D,Y,"Val-d'Or, Foreurs",2000-07-08,41,1,0,1,2,310,6,16,0.27,0.43,-0.16,1,225,0,0.33,0.17
2017-18 | Regular Season,"Figueira, Damian",D,N,"Drummondville, Voltigeurs",1998-11-24,6,0,0,0,0,511,3,4,0.43,0.54,-0.11,0,372,0,0,0
2017-18 | Regular Season,"Skubel, Brandon",F,Y,"Drummondville, Voltigeurs",1999-10-02,60,11,5,9,25,511,40,26,0.61,0.54,0.07,16,372,0.04,0.62,0.4
2017-18 | Regular Season,"Pataki, Brady",F,N,"Moncton, Wildcats",1998-10-03,47,5,3,0,8,390,14,32,0.3,0.48,-0.18,8,281,0.03,0.57,0.57
2017-18 | Regular Season,"Ouellet, Nathan",F,Y,"Rimouski, Océanic",2000-05-25,41,1,0,3,4,434,8,9,0.47,0.53,-0.06,1,312,0,0.5,0.12
2017-18 | Regular Season,"Vaysberg, David",F,N,"Shawinigan, Cataractes",2000-12-15,8,0,1,0,1,343,2,3,0.4,0.47,-0.07,1,250,0,0.5,0.5
2017-18 | Regular Season,"Clavelle, Brendon",D,N,"Charlottetown, Islanders",1999-09-10,56,0,3,2,5,365,33,35,0.49,0.51,-0.02,3,272,0.01,0.15,0.09
2017-18 | Regular Season,"MacRae, Riley",F,N,"Moncton, Wildcats",1998-03-28,22,0,0,1,1,390,5,11,0.31,0.48,-0.17,0,281,0,0.2,0
2017-18 | Regular Season,"Tucker, Jack",D,Y,"Moncton, Wildcats",2000-05-26,53,1,1,2,4,390,22,30,0.42,0.48,-0.06,2,281,0.01,0.18,0.09
2017-18 | Regular Season,"Kreutzer, Gregory",D,Y,"Drummondville, Voltigeurs",2000-05-24,53,1,6,2,9,511,36,25,0.59,0.54,0.05,7,372,0.02,0.25,0.19
2017-18 | Regular Season,"Bowman, Parker",F,N,"Rimouski, Océanic",1999-07-09,58,2,3,3,8,434,15,18,0.45,0.53,-0.08,5,312,0.02,0.53,0.33
2017-18 | Regular Season,"Paré, Mathieu",D,N,"Shawinigan, Cataractes",2000-10-03,0,0,0,0,0,343,0,0,,0.47,,0,250,0,,
2017-18 | Regular Season,"Hungerbuhler, Tyler",D,Y,"Saint John, Sea Dogs",2000-03-02,24,0,1,0,1,316,6,16,0.27,0.42,-0.15,1,235,0,0.17,0.17
2017-18 | Regular Season,"Gursoy, Kevin",F,N,"Saint John, Sea Dogs",1999-08-04,60,7,3,2,12,316,30,47,0.39,0.42,-0.03,10,235,0.04,0.4,0.33
2017-18 | Regular Season,"Duchesne, Samuel",D,N,"Chicoutimi, Saguenéens",1999-05-29,37,0,1,0,1,347,8,20,0.29,0.51,-0.22,1,255,0,0.12,0.12
2017-18 | Regular Season,"Ton, Cayse",F,N,"Charlottetown, Islanders",1999-07-28,60,5,1,1,7,365,14,22,0.39,0.51,-0.12,6,272,0.02,0.5,0.43
2017-18 | Regular Season,"Allison, Jaimen",D,Y,"Charlottetown, Islanders",1999-11-01,0,0,0,0,0,365,0,0,,0.51,,0,272,0,,
2017-18 | Regular Season,"Egan, Taylor",D,N,"Charlottetown, Islanders",1998-06-09,50,3,2,2,7,365,25,28,0.47,0.51,-0.04,5,272,0.02,0.28,0.2
2017-18 | Regular Season,"Dunda, Liam",F,N,"Moncton, Wildcats",1997-09-15,33,1,4,3,8,390,14,21,0.4,0.48,-0.08,5,281,0.02,0.57,0.36
2017-18 | Regular Season,"Berube, Marcel",F,Y,"Charlottetown, Islanders",1999-12-14,31,1,3,1,5,365,10,12,0.45,0.51,-0.06,4,272,0.01,0.5,0.4
2017-18 | Regular Season,"West, Kyle",F,N,"Charlottetown, Islanders",1998-03-28,5,0,0,0,0,365,0,1,0,0.51,-0.51,0,272,0,,
2017-18 | Regular Season,"Hanna, Quinn",D,N,"Blainville-Boisbriand, Armada",1999-04-14,32,2,1,1,4,447,27,13,0.68,0.53,0.15,3,328,0.01,0.15,0.11
2017-18 | Regular Season,"Burt, Robbie",F,N,"Saint John, Sea Dogs",1999-05-29,55,11,3,5,19,316,24,59,0.29,0.42,-0.13,14,235,0.06,0.79,0.58
2017-18 | Regular Season,"Deakin-Poot, Nicholas",F,N,"Saint John, Sea Dogs",1999-01-28,18,2,3,0,5,316,6,10,0.38,0.42,-0.04,5,235,0.02,0.83,0.83
2017-18 | Regular Season,"Finoro, Giordano",F,N,"Gatineau, Olympiques",1998-05-17,57,9,12,5,26,324,35,28,0.56,0.47,0.09,21,239,0.09,0.74,0.6
2017-18 | Regular Season,"Seitz, Dylan",F,N,"Moncton, Wildcats",1999-01-15,57,9,7,5,21,390,27,37,0.42,0.48,-0.06,16,281,0.06,0.78,0.59
2017-18 | Regular Season,"Sparkes, Sullivan",F,N,"Charlottetown, Islanders",1999-05-04,60,12,9,4,25,365,38,28,0.58,0.51,0.07,21,272,0.08,0.66,0.55
2017-18 | Regular Season,"Stevens, Liam",F,N,"Chicoutimi, Saguenéens",1999-04-23,61,9,2,4,15,347,23,27,0.46,0.51,-0.05,11,255,0.04,0.65,0.48
2017-18 | Regular Season,"Johnson, Kolby",F,N,"Sherbrooke, Phoenix",1998-05-12,41,1,1,0,2,411,6,22,0.21,0.5,-0.29,2,302,0.01,0.33,0.33
2017-18 | Regular Season,"Kirwan, Luke",F,N,"Baie-Comeau, Drakkar",1997-09-23,47,12,2,5,19,389,32,34,0.48,0.48,0,14,282,0.05,0.59,0.44
2017-18 | Regular Season,"Smith, Ryan",F,N,"Chicoutimi, Saguenéens",1999-06-04,54,4,3,3,10,347,19,27,0.41,0.51,-0.1,7,255,0.03,0.53,0.37
2017-18 | Regular Season,"Auger, Kyle",D,N,"Moncton, Wildcats",1999-01-02,13,1,1,0,2,390,5,10,0.33,0.48,-0.15,2,281,0.01,0.4,0.4
2017-18 | Regular Season,"O'Reilly, Brendan",D,N,"Saint John, Sea Dogs",1997-05-15,31,0,1,1,2,316,10,35,0.22,0.42,-0.2,1,235,0,0.2,0.1
2017-18 | Regular Season,"Peyton, Liam",F,Y,"Charlottetown, Islanders",2000-03-30,38,1,3,1,5,365,10,12,0.45,0.51,-0.06,4,272,0.01,0.5,0.4
2017-18 | Regular Season,"Anderson, Joshua",D,N,"Rimouski, Océanic",1999-06-14,19,0,0,2,2,434,12,9,0.57,0.53,0.04,0,312,0,0.17,0
2017-18 | Regular Season,"Sandilands, Roddie",D,N,"Shawinigan, Cataractes",1999-06-14,25,0,4,0,4,343,12,34,0.26,0.47,-0.21,4,250,0.02,0.33,0.33
2017-18 | Regular Season,"Templeton, Stephen",D,N,"Chicoutimi, Saguenéens",1997-01-26,29,1,4,1,6,347,14,21,0.4,0.51,-0.11,5,255,0.02,0.43,0.36
