Season,Name,Position,Draft.Eligible,Team,Birth Date,GP,PPG,PPA1,PPA2,PPPTS,PRIMARY.PPPTS,PERC.PPPTS,PERC.TEAM.PPPTS
2017-18 | Regular Season,"Jarry, Loïc",D,Y,"Val-d'Or, Foreurs",2000-07-08,41,0,0,0,0,0,0,0
2017-18 | Regular Season,"Figueira, Damian",D,N,"Drummondville, Voltigeurs",1998-11-24,6,0,0,0,0,0,,0
2017-18 | Regular Season,"Skubel, Brandon",F,Y,"Drummondville, Voltigeurs",1999-10-02,60,0,1,0,1,1,0.04,0.01
2017-18 | Regular Season,"Pataki, Brady",F,N,"Moncton, Wildcats",1998-10-03,47,1,0,0,1,1,0.07,0.01
2017-18 | Regular Season,"Ouellet, Nathan",F,Y,"Rimouski, Océanic",2000-05-25,41,0,0,0,0,0,0,0
2017-18 | Regular Season,"Vaysberg, David",F,N,"Shawinigan, Cataractes",2000-12-15,8,0,0,0,0,0,0,0
2017-18 | Regular Season,"Clavelle, Brendon",D,N,"Charlottetown, Islanders",1999-09-10,56,0,1,1,2,1,0.29,0.02
2017-18 | Regular Season,"MacRae, Riley",F,N,"Moncton, Wildcats",1998-03-28,22,0,0,0,0,0,0,0
2017-18 | Regular Season,"Tucker, Jack",D,Y,"Moncton, Wildcats",2000-05-26,53,1,1,0,2,2,0.33,0.01
2017-18 | Regular Season,"Kreutzer, Gregory",D,Y,"Drummondville, Voltigeurs",2000-05-24,53,0,0,0,0,0,0,0
2017-18 | Regular Season,"Bowman, Parker",F,N,"Rimouski, Océanic",1999-07-09,58,0,0,1,1,0,0.1,0.01
2017-18 | Regular Season,"Paré, Mathieu",D,N,"Shawinigan, Cataractes",2000-10-03,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Hungerbuhler, Tyler",D,Y,"Saint John, Sea Dogs",2000-03-02,24,0,0,0,0,0,0,0
2017-18 | Regular Season,"Gursoy, Kevin",F,N,"Saint John, Sea Dogs",1999-08-04,60,4,1,1,6,5,0.33,0.05
2017-18 | Regular Season,"Duchesne, Samuel",D,N,"Chicoutimi, Saguenéens",1999-05-29,37,0,0,0,0,0,0,0
2017-18 | Regular Season,"Ton, Cayse",F,N,"Charlottetown, Islanders",1999-07-28,60,0,0,0,0,0,0,0
2017-18 | Regular Season,"Allison, Jaimen",D,Y,"Charlottetown, Islanders",1999-11-01,0,0,0,0,0,0,,0
2017-18 | Regular Season,"Egan, Taylor",D,N,"Charlottetown, Islanders",1998-06-09,50,1,2,0,3,3,0.3,0.02
2017-18 | Regular Season,"Dunda, Liam",F,N,"Moncton, Wildcats",1997-09-15,33,1,0,1,2,1,0.15,0.01
2017-18 | Regular Season,"Berube, Marcel",F,Y,"Charlottetown, Islanders",1999-12-14,31,0,0,0,0,0,0,0
2017-18 | Regular Season,"West, Kyle",F,N,"Charlottetown, Islanders",1998-03-28,5,0,0,0,0,0,,0
2017-18 | Regular Season,"Hanna, Quinn",D,N,"Blainville-Boisbriand, Armada",1999-04-14,32,0,0,0,0,0,0,0
2017-18 | Regular Season,"Burt, Robbie",F,N,"Saint John, Sea Dogs",1999-05-29,55,2,0,3,5,2,0.19,0.04
2017-18 | Regular Season,"Deakin-Poot, Nicholas",F,N,"Saint John, Sea Dogs",1999-01-28,18,0,0,0,0,0,0,0
2017-18 | Regular Season,"Finoro, Giordano",F,N,"Gatineau, Olympiques",1998-05-17,57,2,2,2,6,4,0.15,0.03
2017-18 | Regular Season,"Seitz, Dylan",F,N,"Moncton, Wildcats",1999-01-15,57,5,1,0,6,6,0.19,0.03
2017-18 | Regular Season,"Sparkes, Sullivan",F,N,"Charlottetown, Islanders",1999-05-04,60,2,0,0,2,2,0.07,0.02
2017-18 | Regular Season,"Stevens, Liam",F,N,"Chicoutimi, Saguenéens",1999-04-23,61,1,0,1,2,1,0.12,0.01
2017-18 | Regular Season,"Johnson, Kolby",F,N,"Sherbrooke, Phoenix",1998-05-12,41,0,0,0,0,0,0,0
2017-18 | Regular Season,"Kirwan, Luke",F,N,"Baie-Comeau, Drakkar",1997-09-23,47,9,5,4,18,14,0.49,0.1
2017-18 | Regular Season,"Smith, Ryan",F,N,"Chicoutimi, Saguenéens",1999-06-04,54,0,0,2,2,0,0.15,0.01
2017-18 | Regular Season,"Auger, Kyle",D,N,"Moncton, Wildcats",1999-01-02,13,0,0,0,0,0,0,0
2017-18 | Regular Season,"O'Reilly, Brendan",D,N,"Saint John, Sea Dogs",1997-05-15,31,1,0,2,3,1,0.6,0.02
2017-18 | Regular Season,"Peyton, Liam",F,Y,"Charlottetown, Islanders",2000-03-30,38,0,0,0,0,0,0,0
2017-18 | Regular Season,"Anderson, Joshua",D,N,"Rimouski, Océanic",1999-06-14,19,0,0,0,0,0,0,0
2017-18 | Regular Season,"Sandilands, Roddie",D,N,"Shawinigan, Cataractes",1999-06-14,25,0,0,0,0,0,0,0
2017-18 | Regular Season,"Templeton, Stephen",D,N,"Chicoutimi, Saguenéens",1997-01-26,29,0,0,1,1,0,0.14,0.01
2017-18 | Regular Season,"Martin, Calvin",F,Y,"Val-d'Or, Foreurs",1999-09-16,28,0,0,0,0,0,0,0
